category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at
Curated Web,1500000,operating,USA,CA,SF Bay Area,San Francisco,1,2011-05-03,2012-05-04,2012-05-04
Software,27000000,acquired,GBR,H9,London,London,3,2002-01-01,2002-12-01,2008-04-08
E-Commerce,1032500,operating,ARG,7,Buenos Aires,Buenos Aires,4,2011-03-01,2011-09-01,2015-10-21
Advertising,1111811.999,operating,ESP,56,Barcelona,Barcelona,3,2010-01-01,2011-10-01,2013-10-01
Software,750000,operating,USA,KY,KY - Other,Covington,1,1993-01-01,2005-11-11,2005-11-11
Biotechnology,68285881.85,ipo,BEL,12,Brussels,Leuven,6,2000-01-01,2003-10-02,2015-11-25
Advertising,5100000,operating,AUS,7,Melbourne,Melbourne,3,2011-05-01,2012-05-17,2014-11-27
Advertising,1300000,operating,FRA,A8,Paris,Paris,1,2009-05-01,2011-05-03,2011-05-03
Enterprise Software,11000000,operating,GBR,H9,London,London,1,2003-09-11,2011-07-18,2011-07-18
Apps,5000000,operating,USA,NY,New York City,New York,4,2012-05-01,2013-06-01,2014-09-23
Clean Technology,103662749,operating,USA,CA,SF Bay Area,Los Gatos,17,2007-01-01,2008-05-23,2015-09-23
Biotechnology,22500000,operating,USA,FL,"Naples, Florida",Bonita Springs,2,2005-01-01,2007-01-17,2010-09-28
Mobile,297150,operating,CAN,BC,BC - Other,Squamish,1,2010-09-01,2010-12-10,2010-12-10
Apps,22601,operating,GBR,B7,Bristol,Bristol,1,2015-02-01,2015-02-01,2015-02-01
Mobile,7400000,operating,USA,CA,SF Bay Area,Sunnyvale,3,2010-01-01,2012-01-25,2014-09-23
Software,123450,operating,USA,CA,San Diego,San Diego,1,2005-01-01,2010-06-04,2010-06-04
Software,650000,operating,USA,CA,SF Bay Area,Los Gatos,1,2015-01-01,2015-08-25,2015-08-25
Analytics,1020000,operating,USA,CA,Los Angeles,Los Angeles,2,2013-04-20,2013-05-01,2014-10-07
Software,2900000,operating,USA,ME,"Portland, Maine",Portland,2,1996-01-01,2013-11-27,2015-01-06
Biotechnology,1500000,operating,ISR,6,Tel Aviv,Jerusalem,1,2006-01-01,2014-02-05,2014-02-05
Biotechnology,-,operating,USA,NJ,Newark,Westfield,1,2008-09-02,2013-10-22,2013-10-22
Apps,360000,acquired,USA,MA,Boston,Cambridge,1,2012-09-07,2013-02-07,2013-02-07
Apps,570000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-04-27,2012-07-01,2014-03-01
Advertising,425000,closed,USA,CO,Denver,Denver,1,2011-04-01,2012-01-01,2012-01-01
Apps,3020512,operating,USA,NY,New York City,New York,2,2014-11-06,2015-01-16,2015-01-16
Enterprise Software,170000,operating,USA,CA,Los Angeles,Los Angeles,3,2008-08-15,2008-06-10,2013-08-10
Software,600000,operating,KOR,11,Seoul,Seoul,1,2010-03-02,2014-06-30,2014-06-30
Software,25000,operating,PHL,D9,Manila,Makati,1,2013-01-01,2013-04-05,2013-04-05
Curated Web,-,operating,NLD,7,Amsterdam,Amsterdam,1,2014-01-01,2014-03-28,2014-03-28
Curated Web,250000,operating,RUS,48,Moscow,Moscow,2,2008-08-01,2012-03-01,2014-01-01
E-Commerce,119066,operating,BEL,11,Brussels,Brussels,2,2012-11-01,2012-10-01,2012-10-01
Curated Web,2200000,operating,IND,16,Mumbai,Mumbai,2,2013-01-01,2014-10-14,2015-08-19
Software,15500000,operating,USA,PA,Pittsburgh,Pittsburgh,1,1995-01-01,2002-03-11,2002-03-11
Apps,5000000,operating,USA,MA,Boston,Tewksbury,1,2000-01-01,2007-09-24,2007-09-24
Analytics,-,operating,GBR,H9,London,London,1,2008-05-01,2010-03-23,2010-03-23
Apps,126457,closed,ESP,60,Valencia,Valencia,1,2015-10-01,2014-10-01,2014-10-01
Curated Web,4000000,operating,SWE,26,Stockholm,Stockholm,1,2012-06-01,2014-09-11,2014-09-11
Software,25000,operating,USA,CO,Colorado Springs,Colorado Springs,1,2010-06-01,2011-11-01,2011-11-01
Enterprise Software,260000000,operating,USA,CA,SF Bay Area,Mountain View,6,2008-01-01,2011-03-24,2015-08-05
Mobile,11200000,acquired,USA,CA,SF Bay Area,San Francisco,3,2005-08-01,2005-05-01,2008-02-01
Curated Web,300000,acquired,USA,CA,SF Bay Area,Palo Alto,2,2011-08-20,2011-10-01,2012-02-01
Apps,6000000,operating,USA,NY,New York City,Brooklyn,2,2011-11-01,2012-11-01,2014-05-23
Analytics,1900000,operating,FRA,A8,Paris,Paris,1,2010-04-01,2013-11-12,2013-11-12
Software,3499989,operating,USA,WA,Seattle,Seattle,1,2012-01-01,2015-01-02,2015-01-02
E-Commerce,3000000,closed,USA,NY,New York City,New York,1,2011-01-01,2013-06-14,2013-06-14
E-Commerce,1000000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-01-01,2011-08-24,2011-08-24
Apps,1500000,operating,ISR,5,Tel Aviv,Tel Aviv,3,2012-01-01,2012-11-15,2014-03-01
Clean Technology,45000000,closed,USA,CA,SF Bay Area,San Mateo,4,2007-01-01,2007-06-05,2009-12-18
Biotechnology,57000000,operating,USA,CA,San Diego,San Diego,5,2005-01-01,2006-01-09,2012-04-12
E-Commerce,13000000,operating,USA,CA,SF Bay Area,Palo Alto,1,2010-01-01,2014-10-22,2014-10-22
Apps,5950000,operating,USA,WA,Seattle,Bellevue,2,2011-01-01,2013-05-22,2014-03-13
Advertising,350000,closed,USA,CA,San Diego,San Diego,1,2009-06-01,2010-05-01,2010-05-01
Mobile,797000,operating,USA,AZ,Phoenix,Phoenix,1,2013-01-01,2015-06-19,2015-06-19
Apps,54068,operating,IRL,7,Dublin,Dublin,1,2013-01-01,2013-10-01,2013-10-01
Curated Web,-,acquired,USA,WA,Seattle,Seattle,1,2010-02-01,2008-10-01,2008-10-01
E-Commerce,155359,operating,SWE,26,Stockholm,Stockholm,1,2011-01-01,2014-01-01,2014-01-01
E-Commerce,212361,closed,GBR,E5,Gateshead,Gateshead,1,2007-10-23,2009-03-01,2009-03-01
E-Commerce,4000000,operating,USA,NY,New York City,New York,3,2009-01-31,2012-02-02,2014-02-20
Software,23500000,closed,CAN,ON,Toronto,Toronto,4,2001-01-01,2002-10-16,2007-07-09
E-Commerce,-,acquired,DEU,16,Berlin,Berlin,2,2011-10-01,2011-01-01,2012-02-01
Analytics,750000,operating,USA,MD,Baltimore,Baltimore,1,2014-01-01,2015-05-17,2015-05-17
Biotechnology,13939309,operating,USA,HI,Honolulu,Honolulu,4,2001-01-01,2010-04-22,2014-09-03
Biotechnology,13332002,operating,USA,WA,Seattle,Kirkland,3,2005-01-01,2012-09-07,2015-05-19
Biotechnology,4000000,operating,BRA,26,ItÃ¡,Itá,2,2003-01-01,2005-12-06,2007-07-27
Biotechnology,37790000,operating,USA,FL,Miami,Miami,5,2001-01-01,2012-10-15,2015-06-24
Advertising,15000000,operating,CAN,ON,Toronto,Mississauga,1,2000-01-01,2013-09-30,2013-09-30
Apps,-,operating,USA,CA,SF Bay Area,Sunnyvale,1,2014-08-01,2015-09-01,2015-09-01
Software,812500,operating,USA,CA,Anaheim,Newport Beach,2,2008-01-01,2009-03-12,2011-12-27
Mobile,90000,operating,USA,CA,San Diego,San Diego,1,2012-01-01,2013-06-02,2013-06-02
E-Commerce,-,acquired,GBR,H9,London,London,1,2012-11-01,2012-06-01,2012-06-01
Enterprise Software,26300000,acquired,USA,MA,Boston,Maynard,4,2002-01-01,2004-09-14,2008-02-12
Enterprise Software,668100,operating,ROM,27,Cluj-Napoca,Targu-mures,3,2011-01-01,2011-01-01,2014-05-14
Software,1230000,operating,FRA,A8,Paris,Noisy-le-grand,1,1998-01-01,2005-08-05,2005-08-05
Biotechnology,13000000,operating,CAN,ON,Toronto,Toronto,2,1980-01-01,2005-11-23,2006-11-28
Biotechnology,2000000,operating,USA,MI,Detroit,Farmington Hills,1,2013-01-01,2014-01-15,2014-01-15
Biotechnology,750000,operating,USA,VA,"Washington, D.C.",Mclean,1,2011-01-01,2011-08-23,2011-08-23
Biotechnology,2892750,ipo,USA,MD,"Washington, D.C.",Bethesda,1,2012-01-01,2013-09-11,2013-09-11
Advertising,-,operating,KOR,11,Seoul,Seoul,1,2008-04-01,2011-05-12,2011-05-12
Biotechnology,29580831,operating,NLD,11,The Hague,Leiden,5,2003-01-01,2007-07-06,2014-07-02
E-Commerce,417783.3151,operating,FRA,B4,Roubaix,Roubaix,2,2013-01-01,2012-09-01,2015-05-05
Enterprise Software,96200000,acquired,USA,OH,Cleveland,Beachwood,3,2003-01-01,2008-06-03,2013-07-16
Analytics,2950000,operating,USA,MA,Boston,Boston,1,2011-12-22,2015-08-06,2015-08-06
Biotechnology,89201970,operating,USA,CA,San Diego,San Diego,8,2007-01-01,2009-06-02,2015-08-10
Advertising,4350000,operating,ISR,2,Tel Aviv,Ra'anana,4,2007-01-01,2007-08-01,2012-06-20
Mobile,8755000,operating,USA,TX,Austin,Austin,2,2013-01-01,2013-07-11,2013-09-12
Biotechnology,100499993,ipo,USA,MA,Boston,Cambridge,4,2004-01-01,2009-06-09,2013-05-15
Biotechnology,6239995,operating,USA,CA,San Diego,Del Mar,2,2013-01-01,2014-03-05,2015-08-10
Enterprise Software,4800000,acquired,USA,MA,Boston,Lexington,3,2006-01-01,2010-08-20,2012-11-01
Biotechnology,12323710,operating,USA,MI,Kalamazoo,Kalamazoo,6,2007-01-01,2008-06-16,2014-09-17
Biotechnology,25734560,operating,USA,UT,Salt Lake City,Salt Lake City,2,2011-01-01,2012-07-27,2014-11-05
E-Commerce,600000,operating,DEU,4,Hamburg,Hamburg,3,2008-04-01,2008-08-01,2011-05-24
Biotechnology,2929538,operating,USA,IL,Chicago,Chicago,1,2006-01-01,2015-01-16,2015-01-16
Biotechnology,3614333,operating,USA,CA,Napa Valley,Sonoma,1,2006-02-01,2010-11-22,2010-11-22
Biotechnology,8686418,operating,USA,CA,SF Bay Area,Foster City,2,2011-01-01,2014-01-22,2015-08-05
Mobile,1700000,closed,USA,CA,SF Bay Area,San Francisco,2,2012-08-01,2013-01-30,2013-08-16
Clean Technology,5473470,operating,USA,CA,Los Angeles,Beverly Hills,3,2007-01-01,2008-05-30,2015-03-24
E-Commerce,300000,operating,USA,CA,Los Angeles,Los Angeles,1,2006-01-01,2006-05-01,2006-05-01
Advertising,21246000,operating,USA,CA,Los Angeles,Santa Monica,3,2009-05-01,2008-06-01,2014-10-14
Biotechnology,2335000,ipo,USA,NY,New York City,New York,2,2007-01-01,2011-10-20,2012-11-21
Mobile,250000,acquired,USA,IL,Chicago,Chicago,1,2010-01-01,2010-03-08,2010-03-08
Curated Web,-,closed,ITA,12,Turin,Torino,1,2009-12-01,2009-01-01,2009-01-01
Curated Web,350000,operating,USA,CA,SF Bay Area,Pleasanton,1,1999-01-01,2009-04-01,2009-04-01
Advertising,2500000,operating,ISR,5,Tel Aviv,Tel Aviv,1,2013-01-01,2014-07-14,2014-07-14
Mobile,2990599,acquired,USA,TX,Austin,Austin,4,2011-09-01,2013-01-31,2015-03-10
Biotechnology,200000,operating,USA,IN,Indianapolis,Brownsburg,1,2014-01-01,2014-03-18,2014-03-18
Curated Web,-,acquired,GBR,K8,Ilford,Ilford,2,2012-03-01,2012-08-10,2013-05-01
Enterprise Software,2850000,ipo,USA,NY,New York City,New York,1,1991-01-01,2011-06-21,2011-06-21
Clean Technology,-,operating,USA,CA,Los Angeles,Canoga Park,1,2005-01-01,2008-02-11,2008-02-11
Analytics,1500000,operating,USA,MD,"Washington, D.C.",Potomac,1,2014-03-27,2014-11-01,2014-11-01
Software,50000,operating,USA,NY,"Rochester, New York",Rochester,1,2008-01-01,2009-01-01,2009-01-01
E-Commerce,6000000,operating,USA,CA,Los Angeles,Santa Monica,1,2012-01-01,2012-10-16,2012-10-16
Enterprise Software,2000000,closed,USA,CA,SF Bay Area,San Francisco,1,2010-06-01,2010-11-18,2010-11-18
E-Commerce,-,operating,USA,CA,SF Bay Area,Palo Alto,1,2011-01-01,2015-02-01,2015-02-01
Mobile,1053098,operating,USA,WA,Seattle,Tacoma,1,1999-01-01,2015-05-06,2015-05-06
Biotechnology,58519071,operating,USA,CA,SF Bay Area,Palo Alto,2,2004-01-01,2011-10-18,2013-06-10
Apps,50000,operating,ESP,56,Barcelona,Barcelona,1,2012-10-16,2014-12-14,2014-12-14
Apps,250000,operating,USA,NY,New York City,New York,1,2013-08-01,2013-08-01,2013-08-01
Software,377358,operating,CAN,NS,Halifax,Halifax,1,2013-01-01,2013-12-12,2013-12-12
E-Commerce,5000000,closed,UKR,12,Kiev,Kyiv,1,2012-12-01,2013-04-02,2013-04-02
Biotechnology,-,operating,USA,MA,Boston,Boston,1,2010-01-01,2014-04-02,2014-04-02
Analytics,5550000,operating,USA,MO,St. Louis,St Louis,4,2014-01-01,2014-03-17,2015-09-08
Mobile,370000,operating,USA,NY,New York City,New York,2,2013-01-30,2013-01-31,2013-06-01
Analytics,250000,operating,USA,NC,Asheville,Asheville,1,2012-08-01,2013-01-01,2013-01-01
E-Commerce,-,operating,USA,NY,New York City,New York,1,2012-01-01,2012-08-08,2012-08-08
Analytics,35200000,acquired,USA,CA,SF Bay Area,San Francisco,6,2007-01-15,2008-01-01,2012-10-01
Curated Web,7500001,operating,USA,TN,TN - Other,Utah,2,2003-01-01,2008-07-03,2010-01-11
Advertising,-,operating,SWE,27,Malmo,Malmö,1,2011-01-01,2013-06-01,2013-06-01
Curated Web,900001,acquired,USA,NY,New York City,New York,1,2012-01-01,2013-04-22,2013-04-22
Biotechnology,5400000,operating,USA,IL,Chicago,Oak Park,1,2010-01-01,2011-09-16,2011-09-16
Software,60000,closed,CAN,ON,Toronto,Mississauga,1,1983-01-01,2005-01-26,2005-01-26
Curated Web,-,closed,MKD,41,Skopje,Skopje,1,2007-03-18,2008-03-05,2008-03-05
Biotechnology,14743453,operating,CAN,ON,Toronto,Toronto,4,2010-01-01,2010-11-09,2014-09-10
Advertising,227287,operating,GBR,H9,London,London,1,2013-02-01,2014-04-17,2014-04-17
Biotechnology,5449274,operating,USA,CA,SF Bay Area,Mountain View,1,1998-01-01,2014-07-31,2014-07-31
Enterprise Software,15000000,operating,USA,IL,Chicago,Chicago,1,2002-01-01,2012-05-02,2012-05-02
Mobile,643000,operating,USA,CA,Los Angeles,Los Angeles,2,2012-01-01,2012-09-28,2015-05-06
Software,11220000,operating,FRA,A8,Paris,Suresnes,2,1999-01-01,2006-05-11,2011-03-24
Mobile,-,operating,USA,MA,Worcester,Westborough,1,1985-01-01,2015-09-15,2015-09-15
Advertising,19300000,operating,USA,CA,SF Bay Area,San Mateo,3,2010-05-01,2010-01-01,2014-02-05
Mobile,150000,operating,USA,MD,"Washington, D.C.",Bethesda,1,2008-01-01,2010-05-19,2010-05-19
Clean Technology,40000,operating,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-08-22,2014-09-11
E-Commerce,-,operating,GBR,H9,London,London,1,2012-03-01,2013-04-02,2013-04-02
Mobile,-,operating,CAN,ON,Toronto,Toronto,1,2011-01-01,2011-01-01,2011-01-01
Mobile,118000,operating,USA,WA,Seattle,Seattle,1,2014-06-30,2014-11-14,2014-11-14
Software,10270293,operating,USA,NY,New York City,New York,3,2011-01-01,2013-11-14,2015-04-14
Analytics,12750000,operating,USA,CA,Los Angeles,Agoura Hills,2,1999-01-01,2006-12-18,2007-08-28
Software,-,operating,FRA,B8,Marseille,Marseille,1,2014-01-01,2014-01-17,2014-01-17
Software,1500000,operating,CAN,ON,Ottawa,Ottawa,1,2012-06-15,2014-02-17,2014-02-17
Advertising,46672800,operating,CHN,23,Shanghai,Shanghai,4,2003-01-01,2006-08-01,2012-02-01
Apps,6500000,operating,GBR,H9,London,London,1,2008-10-01,2010-01-01,2010-01-01
Curated Web,17000000,operating,USA,CA,SF Bay Area,San Francisco,3,2012-05-01,2010-07-01,2014-06-19
Enterprise Software,2000000,closed,KOR,11,Seoul,Seoul,1,2007-05-05,2009-01-01,2009-01-01
Software,327218,closed,USA,PA,Pittsburgh,Oakmont,2,1999-01-01,2009-07-15,2014-05-06
Advertising,45000000,acquired,USA,NY,New York City,New York,1,1998-01-01,2011-08-17,2011-08-17
Software,-,operating,USA,OH,Toledo,Findlay,1,2001-01-01,2014-12-09,2014-12-09
E-Commerce,-,operating,MYS,14,Kuala Lumpur,Kuala Lumpur,1,2014-07-01,2014-12-10,2014-12-10
Software,-,operating,USA,CA,Los Angeles,Santa Monica,1,2013-01-01,2013-11-01,2013-11-01
E-Commerce,3500000,operating,USA,FL,Tampa,Lakeland,2,2006-04-16,2006-04-01,2008-03-01
Advertising,500000,operating,AUT,9,Vienna,Vienna,3,2010-07-01,2013-06-10,2015-05-05
Software,19620000,operating,USA,CA,SF Bay Area,San Francisco,5,2011-05-01,2011-05-15,2015-03-03
E-Commerce,-,operating,USA,TX,Austin,Austin,2,2013-07-01,2013-06-01,2013-09-01
E-Commerce,93000,closed,USA,NY,New York City,New York,2,2009-10-15,2010-04-01,2011-01-01
Mobile,90000,operating,USA,HI,Honolulu,Honolulu,1,2013-01-01,2013-01-01,2013-01-01
Enterprise Software,109046753,operating,USA,FL,Tampa,St. Petersburg,4,2006-01-01,2009-10-19,2013-08-26
Software,425101,operating,USA,PA,Pittsburgh,Wexford,1,2002-01-01,2013-02-13,2013-02-13
Software,1736000,operating,USA,PA,Pittsburgh,Wexford,2,2009-01-01,2010-10-25,2012-01-13
E-Commerce,3889364,acquired,USA,CA,SF Bay Area,San Francisco,3,2007-01-01,2008-05-01,2011-05-01
Advertising,247436,operating,USA,NY,New York City,Scarsdale,2,2011-07-01,2011-07-01,2012-07-15
E-Commerce,250000,closed,USA,CA,Los Angeles,Los Angeles,2,2010-10-01,2010-10-01,2011-03-25
Enterprise Software,643300,operating,FRA,A8,Paris,Paris,1,2011-01-01,2013-07-24,2013-07-24
Biotechnology,1429999,operating,USA,CA,San Diego,San Diego,1,2011-04-26,2014-01-06,2014-01-06
Analytics,481837,operating,GBR,U8,Edinburgh,Edinburgh,2,2005-01-01,2009-03-19,2010-09-01
Enterprise Software,40000,operating,CHL,12,Santiago,Santiago,1,2013-01-01,2013-12-12,2013-12-12
Analytics,225962,operating,GBR,Q4,Malvern Wells,Malvern Wells,1,2005-01-01,2010-01-12,2010-01-12
Software,2926842,operating,GBR,V8,Bellshill,Bellshill,2,2012-08-01,2015-04-13,2015-04-13
Software,29359751,operating,USA,MA,Boston,Woburn,4,2009-01-01,2012-09-26,2015-02-18
Enterprise Software,5800000,acquired,USA,RI,Providence,Providence,2,2010-07-01,2011-11-03,2012-03-22
Apps,335747,operating,ESP,60,Valencia,Valencia,1,2011-01-01,2013-02-08,2013-02-08
Advertising,5673200,operating,DNK,17,Copenhagen,Copenhagen,3,2002-10-01,2000-01-01,2007-05-08
Analytics,-,acquired,USA,NY,New York City,New York,1,2010-01-01,2009-06-17,2009-06-17
Software,275000,operating,USA,MN,Minneapolis,Cottage Grove,1,2012-01-01,2015-03-27,2015-03-27
Software,925249,operating,USA,PA,PA - Other,Coal Township,1,2000-01-01,2015-05-04,2015-05-04
Advertising,726950,operating,IRL,7,Dublin,Dublin,1,2009-10-01,2009-10-01,2009-10-01
Curated Web,11500000,closed,USA,NY,New York City,New York,2,2008-04-01,2008-07-01,2009-07-01
Analytics,21750000,operating,USA,DC,"Washington, D.C.",Washington,4,2012-09-01,2013-05-29,2014-12-09
Clean Technology,13000,operating,USA,FL,Palm Beaches,Boynton Beach,1,2014-11-01,2014-11-01,2014-11-01
Apps,345000,closed,USA,FL,Miami,Miami Beach,1,2015-01-01,2015-06-01,2015-06-01
E-Commerce,5699999,operating,USA,MA,Boston,Wellesley,2,2013-01-01,2014-07-23,2015-08-18
Software,2500000,operating,CAN,QC,Montreal,Montréal,2,2010-01-01,2014-04-02,2015-04-22
Software,1230000,operating,ARG,24,ARG - Other,Finca Elisa,1,2001-01-01,2006-01-24,2006-01-24
Software,1500000,operating,USA,NV,Las Vegas,Las Vegas,2,2010-11-05,2012-03-08,2012-06-13
Analytics,470000,operating,USA,OH,Cincinnati,Cincinnati,2,2013-03-01,2013-03-01,2014-05-13
Advertising,25900000,operating,USA,NY,New York City,New York,3,2008-07-01,2012-02-16,2015-02-02
Analytics,13500000,operating,USA,CA,SF Bay Area,Palo Alto,2,2013-06-01,2015-04-28,2015-06-19
Advertising,18950000,closed,USA,CO,Denver,Boulder,5,2008-09-15,2010-03-17,2014-04-01
Enterprise Software,54925050,acquired,USA,NY,New York City,New York,3,1999-01-01,2002-11-15,2013-03-15
Enterprise Software,-,operating,USA,MO,MO - Other,Netherlands,1,2012-01-01,2014-07-21,2014-07-21
E-Commerce,40000,operating,USA,CA,SF Bay Area,San Francisco,1,2012-01-01,2013-08-23,2013-08-23
Software,1105000,operating,USA,MO,St. Louis,St Louis,1,1999-01-01,2014-03-17,2014-03-17
E-Commerce,400000,closed,USA,CA,SF Bay Area,San Francisco,1,2011-03-01,2013-03-01,2013-03-01
Software,390000,operating,IND,19,Bangalore,Bangalore,1,2012-01-01,2015-05-03,2015-05-03
Software,3500000,closed,USA,NY,New York City,New York,1,2012-01-01,2014-05-07,2014-05-07
Advertising,15000000,operating,DEU,16,Berlin,Berlin,1,2010-08-01,2012-11-07,2012-11-07
Software,9800000,operating,USA,NY,New York City,New York,2,1997-01-01,2009-01-13,2010-01-06
Software,7634742,operating,USA,CA,SF Bay Area,San Mateo,3,2001-01-01,2007-06-18,2013-08-13
E-Commerce,44500000,operating,USA,CA,Los Angeles,Santa Monica,3,2012-10-24,2012-10-24,2015-01-27
E-Commerce,1100000,operating,USA,CA,Los Angeles,Venice,1,2012-01-01,2014-02-03,2014-02-03
Software,1800000,operating,USA,FL,Florida's Treasure Coast,Stuart,1,2001-01-01,2011-11-08,2011-11-08
E-Commerce,2855800,acquired,DEU,2,DEU - Other,Bamberg,1,2007-02-01,2010-01-19,2010-01-19
E-Commerce,100000,operating,USA,FL,Miami,Miami,1,2006-01-01,2010-09-01,2010-09-01
Mobile,50000,closed,USA,CA,SF Bay Area,San Francisco,1,2012-11-04,2012-10-31,2012-10-31
Advertising,18000000,operating,USA,NY,New York City,New York,3,2006-09-06,2006-09-06,2010-08-10
Curated Web,-,operating,IND,16,Mumbai,Mumbai,2,2011-01-01,2013-12-06,2014-10-01
Apps,7000000,operating,GBR,H9,London,London,2,2013-09-01,2013-10-14,2015-05-19
Biotechnology,63259984,operating,USA,CA,San Diego,San Diego,5,2007-01-01,2007-03-15,2015-09-02
Biotechnology,9690000,operating,USA,UT,Salt Lake City,Salt Lake City,1,2011-01-01,2011-11-07,2011-11-07
Curated Web,300000,closed,USA,CT,Hartford,Shelton,1,2006-03-01,2006-03-01,2006-03-01
Analytics,4700000,operating,USA,CA,SF Bay Area,Mountain View,2,2012-07-17,2012-07-31,2014-07-03
Analytics,1000000,operating,USA,MA,Boston,Marblehead,1,2011-09-01,2013-11-20,2013-11-20
Analytics,150000,operating,GBR,H9,London,London,1,2013-05-01,2014-04-07,2014-04-07
E-Commerce,400000,operating,USA,CA,Los Angeles,Los Angeles,1,2012-02-01,2014-10-05,2014-10-05
Apps,40000,operating,CHL,12,Santiago,Santiago,1,2013-03-10,2014-06-01,2014-06-01
Enterprise Software,7658779.534,operating,GBR,H9,London,London,5,2003-10-01,2003-10-01,2010-12-01
Biotechnology,27000,closed,USA,UT,Salt Lake City,Provo,1,2010-04-04,2010-04-05,2010-04-05
Clean Technology,11200000,operating,NZL,G2,Wellington,Wellington,1,2007-01-01,2013-11-27,2013-11-27
Advertising,1200000,closed,USA,OH,Cincinnati,Cincinnati,1,2009-07-01,2009-10-13,2009-10-13
Clean Technology,5463000,operating,USA,MA,Boston,Cambridge,3,2010-01-01,2012-05-31,2015-02-10
Biotechnology,200000,operating,USA,GA,Atlanta,Atlanta,1,2003-01-01,2009-07-30,2009-07-30
Software,3000000,operating,USA,CA,Anaheim,Aliso Viejo,1,2005-01-01,2006-12-18,2006-12-18
Software,750000,operating,USA,NC,Raleigh,Durham,1,2013-01-23,2015-02-06,2015-02-06
Biotechnology,755958,operating,USA,MI,Grand Rapids,Grand Rapids,1,2008-01-01,2011-05-12,2011-05-12
Biotechnology,14370000,operating,USA,CA,SF Bay Area,Menlo Park,5,2012-02-14,2012-11-28,2015-02-19
Analytics,37000000,operating,USA,CA,SF Bay Area,Sunnyvale,3,2004-01-01,2005-08-17,2009-03-12
Software,2500000,acquired,USA,CO,Denver,Littleton,1,2004-01-01,2005-08-05,2005-08-05
Biotechnology,13789760,ipo,USA,NE,Omaha,Omaha,4,1997-01-01,2012-01-13,2015-07-17
Enterprise Software,589850,operating,DEU,13,Dresden,Dresden,1,2005-11-19,2006-01-01,2006-01-01
Software,10000000,acquired,USA,CA,SF Bay Area,Los Gatos,1,2000-01-01,2003-03-04,2003-03-04
Software,-,operating,USA,MO,St. Louis,St Louis,1,2008-04-22,2015-04-21,2015-04-21
Analytics,-,operating,USA,TX,Austin,Austin,1,2006-06-01,2013-12-20,2013-12-20
Analytics,670000,operating,BGR,42,Sofia,Sofia,2,2013-03-18,2014-05-26,2014-05-26
Biotechnology,33200000,acquired,USA,AL,Birmingham,Birmingham,1,1996-07-01,2004-03-01,2004-03-01
Software,700000,closed,USA,NJ,Newark,Somerville,1,1969-01-01,2009-10-01,2009-10-01
Biotechnology,20000,operating,USA,AL,Huntsville,Huntsville,1,2012-01-01,2012-03-08,2012-03-08
Clean Technology,32000000,operating,USA,CA,Santa Barbara,Camarillo,2,2006-01-01,2007-05-23,2012-11-08
Software,12050000,closed,USA,CA,SF Bay Area,Palo Alto,2,2004-01-01,2005-03-18,2007-07-01
Software,-,closed,IND,25,Vellore,Vellore,1,2010-01-19,2010-01-01,2010-01-01
Mobile,19540002,acquired,USA,CA,SF Bay Area,San Francisco,4,2007-01-01,2007-07-23,2010-06-02
Biotechnology,18000000,closed,ISR,2,Tel Aviv,Lod,1,2000-01-01,2006-07-24,2006-07-24
Clean Technology,221200001,operating,USA,CA,Santa Barbara,Goleta,9,2007-01-01,2010-05-05,2015-06-22
Biotechnology,5380000,operating,USA,KY,Lexington,Lexington,3,2003-10-23,2011-12-20,2013-06-21
Software,1500000,operating,USA,WA,Seattle,Seattle,1,2015-02-01,2015-05-11,2015-05-11
Biotechnology,74500000,operating,USA,NC,Greensboro,High Point,2,1999-01-01,2003-02-07,2010-06-08
Mobile,300000,operating,GBR,H9,London,London,1,2008-01-01,2009-09-21,2009-09-21
Analytics,2499967,operating,USA,CA,Los Angeles,Westlake Village,3,2011-10-01,2012-11-28,2013-05-14
Clean Technology,17000,operating,USA,WA,Seattle,Bainbridge Island,1,2012-12-31,2012-09-01,2012-09-01
Mobile,100000,operating,USA,MA,Boston,Boston,2,2012-11-19,2012-11-12,2013-04-29
Curated Web,2215000,operating,USA,NE,Omaha,Lincoln,4,2012-04-01,2013-01-01,2015-04-27
Advertising,3000,operating,USA,UT,Salt Lake City,Bountiful,1,2014-02-27,2014-08-20,2014-08-20
Analytics,107955,operating,ITA,20,Roncade,Roncade,2,2013-11-22,2013-12-09,2015-04-02
E-Commerce,486000,operating,USA,NY,New York City,New York,1,2011-01-01,2013-10-02,2013-10-02
Mobile,500000,operating,USA,FL,Orlando,Orlando,1,2014-08-01,2014-08-01,2014-08-01
Curated Web,10000,acquired,USA,DE,"Wilmington, Delaware",Wilmington,1,2011-11-01,2013-03-11,2013-03-11
E-Commerce,2000000,operating,NGA,5,Lagos,Lagos,1,2015-10-01,2015-11-16,2015-11-16
E-Commerce,9900000,operating,USA,VA,"Washington, D.C.",Charlottesville,3,2011-07-01,2012-06-01,2015-04-29
